ROI,tile,patch,timestep,S2,S2CLOUDMAP
ROIs1970,21,107,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_107.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_107.tif
ROIs1970,21,117,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_117.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_117.tif
ROIs1970,21,119,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_119.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_119.tif
ROIs1970,21,120,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_120.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_120.tif
ROIs1970,21,122,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_122.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_122.tif
ROIs1970,21,137,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2/28/s2_ROIs1970_21_ImgNo_28_2018-12-07_patch_137.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/21/S2CLOUDMAP/28/s2cloudmap_ROIs1970_21_ImgNo_28_2018-12-07_patch_137.tif
ROIs1970,71,13,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/29/s2_ROIs1970_71_ImgNo_29_2018-12-20_patch_13.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/29/s2cloudmap_ROIs1970_71_ImgNo_29_2018-12-20_patch_13.tif
ROIs1970,71,19,8,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/8/s2_ROIs1970_71_ImgNo_8_2018-04-14_patch_19.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/8/s2cloudmap_ROIs1970_71_ImgNo_8_2018-04-14_patch_19.tif
ROIs1970,71,21,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/29/s2_ROIs1970_71_ImgNo_29_2018-12-20_patch_21.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/29/s2cloudmap_ROIs1970_71_ImgNo_29_2018-12-20_patch_21.tif
ROIs1970,71,42,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/2/s2_ROIs1970_71_ImgNo_2_2018-01-29_patch_42.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/2/s2cloudmap_ROIs1970_71_ImgNo_2_2018-01-29_patch_42.tif
ROIs1970,71,64,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/2/s2_ROIs1970_71_ImgNo_2_2018-01-29_patch_64.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/2/s2cloudmap_ROIs1970_71_ImgNo_2_2018-01-29_patch_64.tif
ROIs1970,71,68,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/2/s2_ROIs1970_71_ImgNo_2_2018-01-29_patch_68.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/2/s2cloudmap_ROIs1970_71_ImgNo_2_2018-01-29_patch_68.tif
ROIs1970,71,144,7,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/7/s2_ROIs1970_71_ImgNo_7_2018-03-30_patch_144.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/7/s2cloudmap_ROIs1970_71_ImgNo_7_2018-03-30_patch_144.tif
ROIs1970,71,179,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/29/s2_ROIs1970_71_ImgNo_29_2018-12-20_patch_179.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/29/s2cloudmap_ROIs1970_71_ImgNo_29_2018-12-20_patch_179.tif
ROIs1970,71,199,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/29/s2_ROIs1970_71_ImgNo_29_2018-12-20_patch_199.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/29/s2cloudmap_ROIs1970_71_ImgNo_29_2018-12-20_patch_199.tif
ROIs1970,71,220,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/29/s2_ROIs1970_71_ImgNo_29_2018-12-20_patch_220.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/29/s2cloudmap_ROIs1970_71_ImgNo_29_2018-12-20_patch_220.tif
ROIs1970,71,284,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2/26/s2_ROIs1970_71_ImgNo_26_2018-11-15_patch_284.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/71/S2CLOUDMAP/26/s2cloudmap_ROIs1970_71_ImgNo_26_2018-11-15_patch_284.tif
ROIs1970,82,93,20,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/82/S2/20/s2_ROIs1970_82_ImgNo_20_2018-09-01_patch_93.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/82/S2CLOUDMAP/20/s2cloudmap_ROIs1970_82_ImgNo_20_2018-09-01_patch_93.tif
ROIs1970,91,104,4,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2/4/s2_ROIs1970_91_ImgNo_4_2018-02-24_patch_104.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2CLOUDMAP/4/s2cloudmap_ROIs1970_91_ImgNo_4_2018-02-24_patch_104.tif
ROIs1970,91,111,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2/2/s2_ROIs1970_91_ImgNo_2_2018-01-30_patch_111.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2CLOUDMAP/2/s2cloudmap_ROIs1970_91_ImgNo_2_2018-01-30_patch_111.tif
ROIs1970,91,165,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2/2/s2_ROIs1970_91_ImgNo_2_2018-01-30_patch_165.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2CLOUDMAP/2/s2cloudmap_ROIs1970_91_ImgNo_2_2018-01-30_patch_165.tif
ROIs1970,91,213,17,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2/17/s2_ROIs1970_91_ImgNo_17_2018-07-29_patch_213.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2CLOUDMAP/17/s2cloudmap_ROIs1970_91_ImgNo_17_2018-07-29_patch_213.tif
ROIs1970,91,246,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2/2/s2_ROIs1970_91_ImgNo_2_2018-01-30_patch_246.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2CLOUDMAP/2/s2cloudmap_ROIs1970_91_ImgNo_2_2018-01-30_patch_246.tif
ROIs1970,91,271,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2/2/s2_ROIs1970_91_ImgNo_2_2018-01-30_patch_271.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2CLOUDMAP/2/s2cloudmap_ROIs1970_91_ImgNo_2_2018-01-30_patch_271.tif
ROIs1970,91,301,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2/2/s2_ROIs1970_91_ImgNo_2_2018-01-30_patch_301.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/91/S2CLOUDMAP/2/s2cloudmap_ROIs1970_91_ImgNo_2_2018-01-30_patch_301.tif
ROIs1970,112,0,9,,
ROIs1970,112,1,9,,
ROIs1970,112,2,9,,
ROIs1970,112,3,9,,
ROIs1970,112,4,9,,
ROIs1970,112,5,9,,
ROIs1970,112,6,9,,
ROIs1970,112,7,9,,
ROIs1970,112,8,9,,
ROIs1970,112,9,9,,
ROIs1970,112,10,9,,
ROIs1970,112,11,9,,
ROIs1970,112,12,9,,
ROIs1970,112,13,9,,
ROIs1970,112,14,9,,
ROIs1970,112,15,9,,
ROIs1970,112,16,9,,
ROIs1970,112,17,9,,
ROIs1970,112,18,9,,
ROIs1970,112,19,9,,
ROIs1970,112,20,9,,
ROIs1970,112,21,9,,
ROIs1970,112,22,9,,
ROIs1970,112,23,9,,
ROIs1970,112,24,9,,
ROIs1970,112,25,9,,
ROIs1970,112,26,9,,
ROIs1970,112,27,9,,
ROIs1970,112,28,9,,
ROIs1970,112,29,9,,
ROIs1970,112,30,9,,
ROIs1970,112,31,9,,
ROIs1970,112,32,9,,
ROIs1970,112,33,9,,
ROIs1970,112,34,9,,
ROIs1970,112,35,9,,
ROIs1970,112,36,9,,
ROIs1970,112,37,9,,
ROIs1970,112,38,9,,
ROIs1970,112,39,9,,
ROIs1970,112,40,9,,
ROIs1970,112,41,9,,
ROIs1970,112,42,9,,
ROIs1970,112,43,9,,
ROIs1970,112,44,9,,
ROIs1970,112,45,9,,
ROIs1970,112,46,9,,
ROIs1970,112,47,9,,
ROIs1970,112,48,9,,
ROIs1970,112,49,9,,
ROIs1970,112,50,9,,
ROIs1970,112,51,9,,
ROIs1970,112,52,9,,
ROIs1970,112,53,9,,
ROIs1970,112,54,9,,
ROIs1970,112,55,9,,
ROIs1970,112,56,9,,
ROIs1970,112,57,9,,
ROIs1970,112,58,9,,
ROIs1970,112,59,9,,
ROIs1970,112,60,9,,
ROIs1970,112,61,9,,
ROIs1970,112,62,9,,
ROIs1970,112,63,9,,
ROIs1970,112,64,9,,
ROIs1970,112,65,9,,
ROIs1970,112,66,9,,
ROIs1970,112,67,9,,
ROIs1970,112,68,9,,
ROIs1970,112,69,9,,
ROIs1970,112,70,9,,
ROIs1970,112,71,9,,
ROIs1970,112,72,9,,
ROIs1970,112,73,9,,
ROIs1970,112,74,9,,
ROIs1970,112,75,9,,
ROIs1970,112,76,9,,
ROIs1970,112,77,9,,
ROIs1970,112,78,9,,
ROIs1970,112,79,9,,
ROIs1970,112,80,9,,
ROIs1970,112,81,9,,
ROIs1970,112,82,9,,
ROIs1970,112,83,9,,
ROIs1970,112,84,9,,
ROIs1970,112,85,9,,
ROIs1970,112,86,9,,
ROIs1970,112,87,9,,
ROIs1970,112,88,9,,
ROIs1970,112,89,9,,
ROIs1970,112,90,9,,
ROIs1970,112,91,9,,
ROIs1970,112,92,9,,
ROIs1970,112,93,9,,
ROIs1970,112,94,9,,
ROIs1970,112,95,9,,
ROIs1970,112,96,9,,
ROIs1970,112,97,9,,
ROIs1970,112,98,9,,
ROIs1970,112,99,9,,
ROIs1970,112,100,9,,
ROIs1970,112,101,9,,
ROIs1970,112,102,9,,
ROIs1970,112,103,9,,
ROIs1970,112,104,9,,
ROIs1970,112,105,9,,
ROIs1970,112,106,9,,
ROIs1970,112,107,9,,
ROIs1970,112,108,9,,
ROIs1970,112,109,9,,
ROIs1970,112,110,9,,
ROIs1970,112,111,9,,
ROIs1970,112,112,9,,
ROIs1970,112,113,9,,
ROIs1970,112,114,9,,
ROIs1970,112,115,9,,
ROIs1970,112,116,9,,
ROIs1970,112,117,9,,
ROIs1970,112,118,9,,
ROIs1970,112,119,9,,
ROIs1970,112,120,9,,
ROIs1970,112,121,9,,
ROIs1970,112,122,9,,
ROIs1970,112,123,9,,
ROIs1970,112,124,9,,
ROIs1970,112,125,9,,
ROIs1970,112,126,9,,
ROIs1970,112,127,9,,
ROIs1970,112,128,9,,
ROIs1970,112,129,9,,
ROIs1970,112,130,9,,
ROIs1970,112,131,9,,
ROIs1970,112,132,9,,
ROIs1970,112,133,9,,
ROIs1970,112,134,9,,
ROIs1970,112,135,9,,
ROIs1970,112,136,9,,
ROIs1970,112,137,9,,
ROIs1970,112,138,9,,
ROIs1970,112,139,9,,
ROIs1970,112,140,9,,
ROIs1970,112,141,9,,
ROIs1970,112,142,9,,
ROIs1970,112,143,9,,
ROIs1970,112,144,9,,
ROIs1970,112,145,9,,
ROIs1970,112,146,9,,
ROIs1970,112,147,9,,
ROIs1970,112,148,9,,
ROIs1970,112,149,9,,
ROIs1970,112,150,9,,
ROIs1970,112,151,9,,
ROIs1970,112,152,9,,
ROIs1970,112,153,9,,
ROIs1970,112,154,9,,
ROIs1970,112,155,9,,
ROIs1970,112,156,9,,
ROIs1970,112,157,9,,
ROIs1970,112,158,9,,
ROIs1970,112,159,9,,
ROIs1970,112,160,9,,
ROIs1970,112,161,9,,
ROIs1970,112,162,9,,
ROIs1970,112,163,9,,
ROIs1970,112,164,9,,
ROIs1970,112,165,9,,
ROIs1970,112,166,9,,
ROIs1970,112,167,9,,
ROIs1970,112,168,9,,
ROIs1970,112,169,9,,
ROIs1970,112,170,9,,
ROIs1970,112,171,9,,
ROIs1970,112,172,9,,
ROIs1970,112,173,9,,
ROIs1970,112,174,9,,
ROIs1970,112,175,9,,
ROIs1970,112,176,9,,
ROIs1970,112,177,9,,
ROIs1970,112,178,9,,
ROIs1970,112,179,9,,
ROIs1970,112,180,9,,
ROIs1970,112,181,9,,
ROIs1970,112,182,9,,
ROIs1970,112,183,9,,
ROIs1970,112,184,9,,
ROIs1970,112,185,9,,
ROIs1970,112,186,9,,
ROIs1970,112,187,9,,
ROIs1970,112,188,9,,
ROIs1970,112,189,9,,
ROIs1970,112,190,9,,
ROIs1970,112,191,9,,
ROIs1970,112,192,9,,
ROIs1970,112,193,9,,
ROIs1970,112,194,9,,
ROIs1970,112,195,9,,
ROIs1970,112,196,9,,
ROIs1970,112,197,9,,
ROIs1970,112,198,9,,
ROIs1970,112,199,9,,
ROIs1970,112,200,9,,
ROIs1970,112,201,9,,
ROIs1970,112,202,9,,
ROIs1970,112,203,9,,
ROIs1970,112,204,9,,
ROIs1970,112,205,9,,
ROIs1970,112,206,9,,
ROIs1970,112,207,9,,
ROIs1970,112,208,9,,
ROIs1970,112,209,9,,
ROIs1970,112,210,9,,
ROIs1970,112,211,9,,
ROIs1970,112,212,9,,
ROIs1970,112,213,9,,
ROIs1970,112,214,9,,
ROIs1970,112,215,9,,
ROIs1970,112,216,9,,
ROIs1970,112,217,9,,
ROIs1970,112,217,25,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/112/S2/25/s2_ROIs1970_112_ImgNo_25_2018-11-02_patch_217.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/112/S2CLOUDMAP/25/s2cloudmap_ROIs1970_112_ImgNo_25_2018-11-02_patch_217.tif
ROIs1970,112,218,9,,
ROIs1970,112,219,9,,
ROIs1970,112,220,9,,
ROIs1970,112,221,9,,
ROIs1970,112,222,9,,
ROIs1970,112,223,9,,
ROIs1970,112,224,9,,
ROIs1970,112,225,9,,
ROIs1970,112,226,9,,
ROIs1970,112,227,9,,
ROIs1970,112,228,9,,
ROIs1970,112,229,9,,
ROIs1970,112,230,9,,
ROIs1970,112,231,9,,
ROIs1970,112,232,9,,
ROIs1970,112,233,9,,
ROIs1970,112,234,9,,
ROIs1970,112,235,9,,
ROIs1970,112,236,9,,
ROIs1970,112,237,9,,
ROIs1970,112,238,9,,
ROIs1970,112,239,9,,
ROIs1970,112,240,9,,
ROIs1970,112,241,9,,
ROIs1970,112,242,9,,
ROIs1970,112,243,9,,
ROIs1970,112,244,9,,
ROIs1970,112,245,9,,
ROIs1970,112,246,9,,
ROIs1970,112,247,9,,
ROIs1970,112,248,9,,
ROIs1970,112,249,9,,
ROIs1970,112,250,9,,
ROIs1970,112,251,9,,
ROIs1970,112,252,9,,
ROIs1970,112,253,9,,
ROIs1970,112,254,9,,
ROIs1970,112,255,9,,
ROIs1970,112,256,9,,
ROIs1970,112,257,9,,
ROIs1970,112,258,9,,
ROIs1970,112,259,9,,
ROIs1970,112,260,9,,
ROIs1970,112,261,9,,
ROIs1970,112,262,9,,
ROIs1970,112,263,9,,
ROIs1970,112,264,9,,
ROIs1970,112,265,9,,
ROIs1970,112,266,9,,
ROIs1970,112,267,9,,
ROIs1970,112,268,9,,
ROIs1970,112,269,9,,
ROIs1970,116,18,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_18.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_18.tif
ROIs1970,116,22,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/26/s2_ROIs1970_116_ImgNo_26_2018-11-14_patch_22.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/26/s2cloudmap_ROIs1970_116_ImgNo_26_2018-11-14_patch_22.tif
ROIs1970,116,27,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_27.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_27.tif
ROIs1970,116,37,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_37.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_37.tif
ROIs1970,116,42,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_42.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_42.tif
ROIs1970,116,51,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_51.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_51.tif
ROIs1970,116,69,23,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/23/s2_ROIs1970_116_ImgNo_23_2018-10-10_patch_69.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/23/s2cloudmap_ROIs1970_116_ImgNo_23_2018-10-10_patch_69.tif
ROIs1970,116,84,14,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/14/s2_ROIs1970_116_ImgNo_14_2018-06-22_patch_84.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/14/s2cloudmap_ROIs1970_116_ImgNo_14_2018-06-22_patch_84.tif
ROIs1970,116,93,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_93.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_93.tif
ROIs1970,116,101,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_101.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_101.tif
ROIs1970,116,121,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_121.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_121.tif
ROIs1970,116,124,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/3/s2_ROIs1970_116_ImgNo_3_2018-02-12_patch_124.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/3/s2cloudmap_ROIs1970_116_ImgNo_3_2018-02-12_patch_124.tif
ROIs1970,116,125,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_125.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_125.tif
ROIs1970,116,140,24,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/24/s2_ROIs1970_116_ImgNo_24_2018-10-20_patch_140.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/24/s2cloudmap_ROIs1970_116_ImgNo_24_2018-10-20_patch_140.tif
ROIs1970,116,199,17,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/17/s2_ROIs1970_116_ImgNo_17_2018-08-01_patch_199.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/17/s2cloudmap_ROIs1970_116_ImgNo_17_2018-08-01_patch_199.tif
ROIs1970,116,210,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/26/s2_ROIs1970_116_ImgNo_26_2018-11-14_patch_210.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/26/s2cloudmap_ROIs1970_116_ImgNo_26_2018-11-14_patch_210.tif
ROIs1970,116,224,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/26/s2_ROIs1970_116_ImgNo_26_2018-11-14_patch_224.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/26/s2cloudmap_ROIs1970_116_ImgNo_26_2018-11-14_patch_224.tif
ROIs1970,116,242,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_242.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_242.tif
